Groups	AN	Species
metazoans_mit	MK123951.1	Phymatostetha stalii partial genome
metazoans_mit	MK127916.1	Phymatostetha punctata partial genome
metazoans_mit	MK127918.1	Phymatostetha sp. partial genome
metazoans_mit	MK163619.1	Meganola sp.
metazoans_mit	MK227249.1	Ostertagia trifurcata
metazoans_mit	MK256747.1	Yponomeuta montanatus
metazoans_mit	MK257773.1	Loxosceles rufescens
metazoans_mit	MK270521.1	Quadristernoseta cf. intermedia partial genome
metazoans_mit	MK270522.1	Quadristernoseta cf. longigynium partial genome
metazoans_mit	MK270523.1	Microdiplogynium sp. partial genome
metazoans_mit	MK270528.1	Parasitus wangdunqingi partial genome
metazoans_mit	MK280685.1	Goniopora stokesi
metazoans_mit	MK281356.1	Chaoborus sp. partial genome
metazoans_mit	MK281357.1	Corethrella condita partial genome
metazoans_mit	MK281358.1	Simulium quinquestriatum partial genome
metazoans_mit	MK281359.1	Thaumalea sp. partial genome
metazoans_mit	MK301246.1	Dendroleon pantherinus partial genome
metazoans_mit	MK301247.1	Suhpalacsa sp. partial genome
metazoans_mit	MK301248.1	Euroleon nostras partial genome
metazoans_mit	MK333462.1	Trichuris skrjabini
metazoans_mit	MK334307.1	Elaphe quatuorlineata partial genome
metazoans_mit	MK343720.1	Ferosagitta robusta
metazoans_mit	MK343721.1	Aidanosagitta regularis
metazoans_mit	MK343722.1	Zonosagitta bedoti
metazoans_mit	MK343723.1	Zonosagitta pulchra
metazoans_mit	MK381265.1	Evarcha coreana
metazoans_mit	MK396080.1	Mahanta tanyae
metazoans_mit	MK411595.1	Laudakia tuberculata
metazoans_mit	MK411596.1	Laudakia sacra
metazoans_mit	MK411597.1	Laudakia wui
metazoans_mit	MK423964.1	Sminthurides bifidus
metazoans_mit	MK423965.1	Ptenothrix huangshanensis partial genome
metazoans_mit	MK423966.1	Tomocerus qinae partial genome
metazoans_mit	MK423967.1	Paranurophorus simplex partial genome
metazoans_mit	MK423969.1	Sminthurinus signatus partial genome
metazoans_mit	MK431893.1	Neelides sp. partial genome
metazoans_mit	MK434259.1	Psophia crepitans partial genome
metazoans_mit	MK434260.1	Aramus guarauna partial genome
metazoans_mit	MK434261.1	Canirallus oculeus partial genome
metazoans_mit	MK434262.1	Aptornis otidiformis partial genome
metazoans_mit	MK434263.1	Sarothrura rufa partial genome
metazoans_mit	MK434264.1	Aptornis defossor partial genome
metazoans_mit	MK450463.1	Thalassaphorura encarpata partial genome
metazoans_mit	MK453378.1	Aquila audax partial genome
metazoans_mit	MK453379.1	Gymnorhina tibicen partial genome
metazoans_mit	MK453380.1	Turnix velox partial genome
metazoans_mit	MK482344.1	Canis simensis
metazoans_mit	MK507890.1	Protographium marcellus partial genome
metazoans_mit	MK507891.1	Iphiclides podalirius partial genome
metazoans_mit	MK568475.1	Leuctra fusca partial genome
metazoans_mit	MK574678.1	Lemnia saucia partial genome
metazoans_mit	MK574927.1	Acropora cerealis
metazoans_mit	MK577482.1	Babylonia spirata
metazoans_mit	MK577639.1	Pachyneuron aphidis partial genome
metazoans_mit	MK585008.1	Laudakia papenfussi
metazoans_mit	MK614557.1	Elaptus prionoides partial genome*
metazoans_mit	MK614562.1	Hermerius intermedia contig 2
metazoans_mit	MK614564.1	Geoffmonteithia queenslanda contig 2
metazoans_mit	MK614568.1	Anomophysis sp. partial genome*
metazoans_mit	MK637456.1	Syntormon pallipes
metazoans_mit	MK637457.1	Condylostylus fupingensis
metazoans_mit	MK637458.1	Diostracus lamellatus
metazoans_mit	MK637459.1	Neurigona xiangshana
metazoans_mit	MK637460.1	Rhaphium baihuashanum
metazoans_mit	MK659839.1	Drosophila rhopaloa
metazoans_mit	MK682380.1	Cyrtotrachelus longimanus
metazoans_mit	MK689180.1	Parumbrosa polylobata
metazoans_mit	MK692552.1	Microlestes mauritanicus
metazoans_mit	MK692553.1	Oochrotus unicolor
metazoans_mit	MK692554.1	Torneuma sp.
metazoans_mit	MK692555.1	Orthomus sp. partial genome
metazoans_mit	MK692556.1	Achenium seditiosum
metazoans_mit	MK692557.1	Typhlocharis sp.
metazoans_mit	MK692559.1	Microlestes reitteri
metazoans_mit	MK692560.1	Othius subuliformis
metazoans_mit	MK692561.1	Alleculinae sp. partial genome
metazoans_mit	MK692562.1	Chrysomelidae sp. partial genome
metazoans_mit	MK692563.1	Kyklioacalles sp. partial genome
metazoans_mit	MK692564.1	Helophorus rufipes
metazoans_mit	MK692565.1	Scydmaeninae sp.
metazoans_mit	MK692567.1	Osoriinae sp.
metazoans_mit	MK692568.1	Tychius pusillus
metazoans_mit	MK692570.1	Alexiidae sp.
metazoans_mit	MK692571.1	Leiodidae sp.
metazoans_mit	MK692572.1	Bembidion laetum
metazoans_mit	MK692573.1	Diochus staudingeri
metazoans_mit	MK692574.1	Trechus obtusus
metazoans_mit	MK692575.1	Mycetophagidae sp.
metazoans_mit	MK692577.1	Byrrhidae sp.
metazoans_mit	MK692579.1	Tachyporus nitidulus
metazoans_mit	MK692585.1	Cardiophorus signatus
metazoans_mit	MK692586.1	Coiffaitiella sp.
metazoans_mit	MK692587.1	Elliptacalles longus
metazoans_mit	MK692589.1	Bruchinae sp.
metazoans_mit	MK692590.1	Kissister minimus
metazoans_mit	MK692591.1	Aphodius elevatus
metazoans_mit	MK692593.1	Scaurus uncinus
metazoans_mit	MK692594.1	Cantharidae sp.
metazoans_mit	MK692599.1	Ocypus aethiops
metazoans_mit	MK692601.1	Medon sp.
metazoans_mit	MK692603.1	Micrillus testaceus
metazoans_mit	MK692605.1	Hypera postica
metazoans_mit	MK692606.1	Cnemeplatia atropos
metazoans_mit	MK692607.1	Pleurophorus caesus
metazoans_mit	MK692608.1	Rhyssemus sp.
metazoans_mit	MK692609.1	Protapion trifolii
metazoans_mit	MK692613.1	Othius sp.
metazoans_mit	MK692614.1	Gyrohypnus sp.
metazoans_mit	MK692616.1	Geostiba sp.
metazoans_mit	MK692618.1	Othius punctulatus
metazoans_mit	MK692621.1	Airaphilus sp.
metazoans_mit	MK692625.1	Cryptophagus pilosus
metazoans_mit	MK692626.1	Calathus granatensis
metazoans_mit	MK692627.1	Ophonus sp.
metazoans_mit	MK692628.1	Melyridae sp.
metazoans_mit	MK692636.1	Tachyporinae sp.
metazoans_mit	MK692638.1	Lomechusa pubicollis
metazoans_mit	MK692639.1	Eocarterus amicorum
metazoans_mit	MK692640.1	Cardiophorus sp.
metazoans_mit	MK692641.1	Tenebrionidae sp.
metazoans_mit	MK692642.1	Oryzaephilus surinamensis 1
metazoans_mit	MK692645.1	Echinodera andalusiensis
metazoans_mit	MK692646.1	Otiorhynchus (Troglorrhynchus) sp.
metazoans_mit	MK692647.1	Malthodes sp.
metazoans_mit	MK692648.1	Aphodius pusillus
metazoans_mit	MK692652.1	Merophysiinae sp.
metazoans_mit	MK692661.1	Anotylus inustus
metazoans_mit	MK692663.1	Cucujiformia sp.
metazoans_mit	MK692664.1	Timarcha coarcticollis
metazoans_mit	MK692665.1	Protapion interjectum
metazoans_mit	MK692677.1	Corticaria sp.
metazoans_mit	MK692678.1	Thorictus sp.
metazoans_mit	MK692681.1	Syntomus foveatus
metazoans_mit	MK692682.1	Anotylus sculpturatus
metazoans_mit	MK692702.1	Mocyta fungi
metazoans_mit	MK692703.1	Aleochara sp.
metazoans_mit	MK692704.1	Oxypoda sp.
metazoans_mit	MK692705.1	Ptomaphagus sp.
metazoans_mit	MK692707.1	Centorus elongatus
metazoans_mit	MK692708.1	Malthinus balteatus
metazoans_mit	MK692709.1	Stylosomus ilicicola
metazoans_mit	MK692710.1	Cordicollis sp.
metazoans_mit	MK692711.1	Leptaleus rodriguesi
metazoans_mit	MK692714.1	Dermestidae sp.
metazoans_mit	MK692716.1	Nalassus sp.
metazoans_mit	MK692717.1	Oxytelinae sp.
metazoans_mit	MK692719.1	Anommatus sp.
metazoans_mit	MK692731.1	Melanotus sp.
metazoans_mit	MK692732.1	Scraptiidae sp.
metazoans_mit	MK692949.1	Salmacis sphaeroides variegata
metazoans_mit	MK714019.1	Chlamydotis macqueenii partial genome
metazoans_mit	MK761136.1	Anodontites elongata
metazoans_mit	MK761137.1	Castalia ambigua
metazoans_mit	MK761138.1	Chambardia rubens
metazoans_mit	MK761139.1	Diplodon suavidicus
metazoans_mit	MK761140.1	Fossula fossiculifera
metazoans_mit	MK761141.1	Lamproscapha ensiformis
metazoans_mit	MK761142.1	Monocondylaea parchappii
metazoans_mit	MK761143.1	Prisodon obliquus
metazoans_mit	MK761144.1	Pseudunio auricularius
metazoans_mit	MK761146.1	Westralunio carteri
metazoans_mit	MK774654.1	Lyrognathus crotalus
metazoans_mit	MK809515.1	Macrocheraia grandis grandis partial genome
metazoans_mit	MK809516.1	Myrmoplasta mira partial genome
metazoans_mit	MK850463.1	Hapalomys delacouri
metazoans_mit	MK858188.1	Glycera chirori
metazoans_mit	MK886808.1	Parasymmetrorbione bicauda
metazoans_mit	MK886810.1	Parapenaeon japonica
metazoans_mit	MK903583.2	Notostaurus albicornis albicornis partial genome
metazoans_mit	MK903584.1	Sinophlaeoba bannaensis partial genome
metazoans_mit	MK905885.1	Tringa guttifer
metazoans_mit	MK940484.1	Gynaikothrips uzeli partial genome
metazoans_mit	MK948869.1	Siriella sp.
metazoans_mit	MK951657.1	Thermobia sp. partial genome
metazoans_mit	MK951658.1	Isonychia sp. partial genome
metazoans_mit	MK951659.1	Ephemera sp. partial genome
metazoans_mit	MK951661.1	Platycnemis phyllopoda partial genome
metazoans_mit	MK951663.1	Anotogaster sieboldii partial genome
metazoans_mit	MK951664.1	Sympetrum eroticum partial genome
metazoans_mit	MK951665.1	Orthetrum albistylum partial genome
metazoans_mit	MK951666.1	Coeliccia cyanomelas partial genome
metazoans_mit	MK951667.1	Agriocnemis femina partial genome
metazoans_mit	MK951670.1	Rhithrogena sp. partial genome
metazoans_mit	MK951671.1	Mesopodagrion tibetanum partial genome
metazoans_mit	MK951673.1	Parafronurus sp. partial genome
metazoans_mit	MN012968.1	Ahlbergia circe
metazoans_mit	MN012972.1	Atrophaneura hedistus
metazoans_mit	MN012973.1	Bhutanitis thaidina
metazoans_mit	MN012974.1	Carterocephalus alcina
metazoans_mit	MN012975.1	Cethosia cyane
metazoans_mit	MN012981.1	Dodona durga
metazoans_mit	MN012985.1	Faunis aerope
metazoans_mit	MN012986.1	Hypaurotis orientalis
metazoans_mit	MN012987.1	Graphium eurypylus
metazoans_mit	MN012988.1	Gandaca harina
metazoans_mit	MN012990.1	Howarthia caelestis
metazoans_mit	MN052919.1	Parachtes riberai partial genome
metazoans_mit	MN052920.1	Parachtes ignavus partial genome
metazoans_mit	MN052921.1	Parachtes teruelis partial genome
metazoans_mit	MN052922.1	Parachtes limbarae partial genome
metazoans_mit	MN053053.1	Epilachna admirabilis partial genome
metazoans_mit	MN053054.1	Chilocorus bipustulatus partial genome
metazoans_mit	MN053055.1	Rodolia quadrimaculata partial genome
metazoans_mit	MN053056.1	Coelophora saucia partial genome
metazoans_mit	MN053057.1	Afissula sp. partial genome
metazoans_mit	MN061840.1	Anadara gubernaculum
metazoans_mit	MN066550.1	Aequorea coerulescens
metazoans_mit	MN096323.1	Microperla geei partial genome
metazoans_mit	MN098312.1	Antalis entalis
metazoans_mit	MN104231.1	Gadilida sp.
metazoans_mit	MN123622.1	Tamarixia radiata partial genome
metazoans_mit	MN161585.1	Bradysia sp. partial genome
metazoans_mit	MN178162.1	Vulgichneumon sp.
metazoans_mit	MN256532.1	Brachionus rubens chromosome II
metazoans_mit	MN263919.1	Sphaeroma sp.
metazoans_mit	MN267041.1	Mekongomantis quinquespinosa
metazoans_mit	MN296112.1	Pisaura bicornis
metazoans_mit	MN296353.1	Leucauge celebesiana partial genome
metazoans_mit	MN296710.1	Platencyrtus parkeri partial genome
metazoans_mit	MN306314.1	Sepia kobiensis
metazoans_mit	MN316632.1	Anadara crebricostata
metazoans_mit	MN326303.1	Mulinia lateralis
metazoans_mit	MN326817.1	Anadara transversa
metazoans_mit	MN326818.1	Arca navicularis
metazoans_mit	MN331657.1	Argiope ocula partial genome
metazoans_mit	MN335930.1	Amara aulica partial genome
metazoans_mit	MN366003.1	Arca zebra
metazoans_mit	MN366004.1	Arcopsis adamsi
metazoans_mit	MN366005.1	Barbatia lima
metazoans_mit	MN366006.1	Barbatia virescens
metazoans_mit	MN366008.1	Glycymeris formosana
metazoans_mit	MN366009.1	Glycymeris yessoensis
metazoans_mit	MN366010.1	Lunarca ovalis
metazoans_mit	MN366011.1	Anadara globosa
metazoans_mit	MN366012.1	Anadara inaequivalvis
metazoans_mit	MN366013.1	Anadara kagoshimensis
metazoans_mit	MN366014.1	Tegillarca nodifera
metazoans_mit	MN366015.1	Trisidos semitorta
metazoans_mit	MN366016.1	Tegillarca sp.
metazoans_mit	MN399962.1	Eurypanopeus depressus
metazoans_mit	MN420467.1	Chloridolum lameeri
metazoans_mit	MN420468.1	Batocera davidis
metazoans_mit	MN420472.1	Rhytidodera bowringii
metazoans_mit	MN420473.1	Gnatholea eburifera
metazoans_mit	MN420474.1	Apatophysis sieversi
metazoans_mit	MN420475.1	Leptura aethiops
metazoans_mit	MN420477.1	Papuandra araucariae
metazoans_mit	MN420478.1	Migdolus sp.
metazoans_mit	MN420479.1	Janbechynea sp.
metazoans_mit	MN420480.1	Aulacoscelis sp.
metazoans_mit	MN420481.1	Dorysthenes buquetii
metazoans_mit	MN420483.1	Glenea paraornata
metazoans_mit	MN420484.1	Glenea relicta
metazoans_mit	MN420485.1	Heteroglenea nigromaculata
metazoans_mit	MN420486.1	Thyestilla gebleri 1
metazoans_mit	MN420487.1	Serixia sedata
metazoans_mit	MN420489.1	Obrium cantharinum
metazoans_mit	MN420490.1	Mesosa curculionoides
metazoans_mit	MN420491.1	Parmena novaki
metazoans_mit	MN420492.1	Anaesthetis testacea
metazoans_mit	MN427889.1	Pseudoxenodon macrops
metazoans_mit	MN427891.1	Hebius johannis
metazoans_mit	MN442321.1	Polyzonus fasciatus
metazoans_mit	MN442322.1	Paraglenea fortunei 1
metazoans_mit	MN442323.1	Molorchus minor
metazoans_mit	MN473081.1	Gaurotes virginea
metazoans_mit	MN473083.1	Pidonia lurida
metazoans_mit	MN473084.1	Rhamnusium bicolor
metazoans_mit	MN473085.1	Oxymirus cursor
metazoans_mit	MN473086.1	Xylosteus spinolae
metazoans_mit	MN473087.1	Necydalis major
metazoans_mit	MN473088.1	Saphanus piceus partial genome
metazoans_mit	MN473089.1	Neandra brunnea partial genome
metazoans_mit	MN473090.1	Tragosoma depsarium partial genome
metazoans_mit	MN473091.1	Sarmydus sp. partial genome
metazoans_mit	MN473092.1	Mantitheus pekinensis partial genome
metazoans_mit	MN473095.1	Peithona prionoides partial genome
metazoans_mit	MN473096.1	Chlorophorus diadema diadema partial genome
metazoans_mit	MN473097.1	Stenodryas sp. partial genome
metazoans_mit	MN473098.1	Trichoferus campestris partial genome
metazoans_mit	MN473099.1	Acanthocinus griseus partial genome
metazoans_mit	MN473101.1	Clytobius davidis partial genome
metazoans_mit	MN473102.1	Phlyctenosis sp. partial genome
metazoans_mit	MN473105.1	Arhopalus rusticus partial genome
metazoans_mit	MN473106.1	Distenia gracilis partial genome
metazoans_mit	MN473107.1	Typodryas sp. partial genome
metazoans_mit	MN473108.1	Dynamostes audax partial genome
metazoans_mit	MN473109.1	Clytomelegena kabakovi partial genome
metazoans_mit	MN473110.1	Ulochaetes vacca partial genome
metazoans_mit	MN473112.1	Purpuricenus lituratus partial genome
metazoans_mit	MN473113.1	Sachalinobia koltzei partial genome
metazoans_mit	MN473115.1	Aegosoma pallidum partial genome
metazoans_mit	MN473116.1	Epiglenea comes partial genome
metazoans_mit	MN473117.1	Glenea licenti partial genome
metazoans_mit	MN473118.1	Oberea formosana
metazoans_mit	MN473119.1	Menesia sulphurata partial genome
metazoans_mit	MN473120.1	Philus antennatus partial genome
metazoans_mit	MN480999.1	Dermacentor occidentalis
metazoans_mit	MN496138.1	Littoraria sinensis partial genome
metazoans_mit	MN527358.1	Purpuricenus temminckii
metazoans_mit	MN527959.1	Rhyzopertha dominica 2
metazoans_mit	MN562486.1	Siobla xizangensis partial genome
metazoans_mit	MN562586.1	Cavisoma magnum
metazoans_mit	MN584901.1	Odontothrips loti
metazoans_mit	MN602453.1	Parapenaeus fissuroides
metazoans_mit	MN603033.1	Allorhogas crassifemur
metazoans_mit	MN603034.1	Allorhogas granivorus
metazoans_mit	MN603035.1	Allorhogas mineiro
metazoans_mit	MN603036.1	Allorhogas scotti
metazoans_mit	MN603037.1	Allorhogas sp.
metazoans_mit	MN603038.1	Ficobolus paniaguai
metazoans_mit	MN603039.1	Labania ficophaga
metazoans_mit	MN603040.1	Monitoriella rufithorax
metazoans_mit	MN603041.1	Mononeuron duguetiae
metazoans_mit	MN603042.1	Percnobracon stenopterus
metazoans_mit	MN603043.1	Plesiopsenobolus mesoamericanus
metazoans_mit	MN603044.1	Psenobolus parapygmaeus
metazoans_mit	MN603045.1	Sabinita sp.
metazoans_mit	MN603046.1	Heterospilus sp.
metazoans_mit	MN603047.1	Lissopsius sp.
metazoans_mit	MN603048.1	Rhaconotus sp.
metazoans_mit	MN603049.1	Stenocorse sp.
metazoans_mit	MN603050.1	Pambolus oblongispina
metazoans_mit	MN615900.1	Tylorida striata
metazoans_mit	MN617015.1	Parastacus nicoleti
metazoans_mit	MN622157.1	Phthiracarus sp.
metazoans_mit	MN622158.1	Steganacarus sp.
metazoans_mit	MN622159.1	Rhysotritia ardua
metazoans_mit	MN622161.1	Ceratoppia bipilis
metazoans_mit	MN622162.1	Gymnodamaeus sp.
metazoans_mit	MN622165.1	Epilohmannia sp.
metazoans_mit	MN622166.1	Trombiculidae sp.
metazoans_mit	MN622167.1	Gustavia sp.
metazoans_mit	MN622168.1	Sarcoptiformes sp.
metazoans_mit	MN622170.1	Eupelops sp.
metazoans_mit	MN622171.1	Mongaillardia sp.
metazoans_mit	MN622173.1	Xenillus tegeocranus
metazoans_mit	MN622175.1	Zercon sp.
metazoans_mit	MN622176.1	Licnoliodes sp.
metazoans_mit	MN622177.1	Trematuridae sp.
metazoans_mit	MN622178.1	Damaeidae sp.
metazoans_mit	MN622179.1	Zygoribatula sp.
metazoans_mit	MN622182.1	Lohmannia hungarorum
metazoans_mit	MN622184.1	Epilohmannia cylindrica
metazoans_mit	MN622185.1	Fosseremus quadripertitus
metazoans_mit	MN622186.1	Labidostomma sp.
metazoans_mit	MN622187.1	Lohmannia sp.
metazoans_mit	MN622190.1	Urodiaspis sp.
metazoans_mit	MN622191.1	Discourella sp.
metazoans_mit	MN622192.1	Hermanniella granulata
metazoans_mit	MN622193.1	Holoparasitus sp.
metazoans_mit	MN622194.1	Trombidiformes sp.
metazoans_mit	MN622196.1	Nothrus reticulatus
metazoans_mit	MN622197.1	Trachytes sp.
metazoans_mit	MN622199.1	Galumnidae sp.
metazoans_mit	MN622200.1	Ramusella sp.
metazoans_mit	MN622205.1	Medioppia sp.
metazoans_mit	MN622206.1	Scheloribates barbatulus
metazoans_mit	MN622208.1	Scheloribates sp.
metazoans_mit	MN622209.1	Dendrolaelaps sp.
metazoans_mit	MN622210.1	Scheloribates latipes
metazoans_mit	MN622212.1	Metabelbella janae
metazoans_mit	MN622213.1	Epilohmanniidae sp.
metazoans_mit	MN622215.1	Arthrodamaeus reticulatus
metazoans_mit	MN622217.1	Ceratozetes peritus
metazoans_mit	MN622218.1	Erythraeidae sp.
metazoans_mit	MN622219.1	Pergamasus sp.
metazoans_mit	MN622220.1	Cepheus latus
metazoans_mit	MN622221.1	Asternoseius sp.
metazoans_mit	MN622222.1	Gaeolaelaps aculeifer
metazoans_mit	MN622223.1	Oribatula tibialis
metazoans_mit	MN622228.1	Acrogalumna sp.
metazoans_mit	MN622229.1	Bipassalozetes perforatus
metazoans_mit	MN622230.1	Humerobates rostrolamellatus
metazoans_mit	MN622231.1	Pergamasus crassipes
metazoans_mit	MN622232.1	Parasitidae sp.
metazoans_mit	MN622234.1	Oppia africana
metazoans_mit	MN622236.1	Oppiidae sp.
metazoans_mit	MN622237.1	Phenopelopidae sp.
metazoans_mit	MN622239.1	Anystis sp.
metazoans_mit	MN622241.1	Zerconopsis sp.
metazoans_mit	MN622243.1	Rhodacarus sp.
metazoans_mit	MN622244.1	Pachylaelaps silviae
metazoans_mit	MN622245.1	Cosmolaelaps vacuus
metazoans_mit	MN622246.1	Xenillidae sp.
metazoans_mit	MN622247.1	Heminothrus targionii
metazoans_mit	MN622248.1	Scheloribatidae sp.
metazoans_mit	MN622249.1	Cyta sp.
metazoans_mit	MN622250.1	Steganacarus applicatus
metazoans_mit	MN622252.1	Damaeus flagellifer
metazoans_mit	MN622253.1	Camisia spinifer
metazoans_mit	MN622254.1	Haplozetidae sp. 'Xylobatidae'
metazoans_mit	MN648461.1	Cherax nucifraga
metazoans_mit	MN660050.1	Brachystomella parvula partial genome
metazoans_mit	MN698265.1	Catocala electa partial genome
metazoans_mit	MN745103.1	Chrysochares punctatus partial genome
metazoans_mit	MN747044.1	Candidula unifasciata unifasciata partial genome
metazoans_mit	MN755861.1	Brachionus paranguensis I
metazoans_mit	MN755862.1	Brachionus paranguensis II
